Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Death from serious treatable complications after surgery,Footnote - Death from serious treatable complications after surgery,Collapsed lung due to medical treatment,Footnote - Collapsed lung due to medical treatment,Serious blood clots after surgery,Footnote - Serious blood clots after surgery,A wound that splits open after surgery,Footnote - A wound that splits open after surgery,Accidental cuts and tears from medical treatment,Footnote - Accidental cuts and tears from medical treatment,Serious Complications,Footnote - Serious Complications,Number of Patients - Death from serious treatable complications after surgery,Rate - Death from serious treatable complications after surgery,Lower Estimate - Death from serious treatable complications after surgery,Higher Estimate - Death from serious treatable complications after surgery,Number of Patients - Collapsed lung due to medical treatment,Rate - Collapsed lung due to medical treatment,Lower Estimate - Collapsed lung due to medical treatment,Higher Estimate - Collapsed lung due to medical treatment,Number of Patients - Serious blood clots after surgery,Rate - Serious blood clots after surgery,Lower Estimate - Serious blood clots after surgery,Higher Estimate - Serious blood clots after surgery,Number of Patients - A wound that splits open after surgery,Rate - A wound that splits open after surgery,Lower Estimate - A wound that splits open after surgery,Higher Estimate - A wound that splits open after surgery,Number of Patients - Accidental cuts and tears from medical treatment,Rate - Accidental cuts and tears from medical treatment,Lower Estimate - Accidental cuts and tears from medical treatment,Higher Estimate - Accidental cuts and tears from medical treatment,Number of Patients - Serious Complications,Rate - Serious Complications,Lower Estimate - Serious Complications,Higher Estimate - Serious Complications
010083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,,,FOLEY,AL,36535,BALDWIN,2519493400,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,44,115.25,68.52,161.98,4869,0.44,0.09,0.79,922,2.86,0.00,6.02,165,1.34,0.00,3.12,4993,2.07,0.72,3.42,Not Available,Not Available,Not Available,Not Available
010085,DECATUR GENERAL HOSPITAL,1201 7TH STREET SE,,,DECATUR,AL,35609,MORGAN,2563412000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,86,115.24,75.63,154.85,6444,0.36,0.05,0.67,1490,3.20,0.71,5.69,241,0.49,0.00,2.16,6736,2.51,1.39,3.63,Not Available,Not Available,Not Available,Not Available
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,,,WINFIELD,AL,35594,MARION,2054877736,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,13,Not Available,Not Available,Not Available,2423,0.29,0.00,0.68,362,5.10,0.85,9.35,53,0.76,0.00,2.82,2637,1.48,0.00,3.28,Not Available,Not Available,Not Available,Not Available
010087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,,,MOBILE,AL,36617,MOBILE,2514717110,Worse than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,46,176.12,129.32,222.92,2210,0.63,0.24,1.02,902,6.26,3.20,9.32,142,0.60,0.00,2.42,2403,2.77,1.32,4.22,Not Available,Not Available,Not Available,Not Available
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,,,JASPER,AL,35502,WALKER,2053874000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,27,115.60,68.32,162.88,4605,0.21,0.00,0.56,1042,2.48,0.00,5.75,53,0.77,0.00,2.85,4525,1.16,0.00,2.77,Not Available,Not Available,Not Available,Not Available
010090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,,,MOBILE,AL,36608,MOBILE,2516331000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,117,138.33,99.21,177.45,9259,0.44,0.17,0.71,3465,5.93,4.03,7.83,297,1.09,0.00,2.72,9632,2.74,1.78,3.70,Not Available,Not Available,Not Available,Not Available
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,,,GROVE HILL,AL,36451,CLARKE,2512753191,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Number of Cases Too Small*,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,645,0.33,0.00,0.76,14,Not Applicable,Not Applicable,Not Applicable,4,Not Applicable,Not Applicable,Not Applicable,663,1.88,0.00,4.17,Not Available,Not Available,Not Available,Not Available
010092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,,,TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Better than U.S. National Rate,,No Different than U.S. National Rate,,399,117.05,90.81,143.29,21658,0.38,0.16,0.60,5586,6.16,4.51,7.81,667,0.99,0.00,2.22,23084,1.31,0.62,2.00,Not Available,Not Available,Not Available,Not Available
010095,HALE COUNTY HOSPITAL,508 GREEN STREET,,,GREENSBORO,AL,36744,HALE,3346243024,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,583,0.33,0.00,0.76,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,590,1.97,0.00,4.32,Not Available,Not Available,Not Available,Not Available
010097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,,,WETUMPKA,AL,36092,ELMORE,3345674311,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,1381,0.31,0.00,0.72,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1414,1.88,0.00,4.17,Not Available,Not Available,Not Available,Not Available
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,,,BREWTON,AL,36426,ESCAMBIA,2518678061,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,8,Not Available,Not Available,Not Available,2186,0.30,0.00,0.71,129,5.18,0.44,9.92,60,1.94,0.00,4.10,2227,3.20,1.34,5.06,Not Available,Not Available,Not Available,Not Available
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,,,FAIRHOPE,AL,36532,BALDWIN,2519282375,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,73,146.15,104.09,188.21,5702,0.33,0.04,0.62,2481,4.31,2.19,6.43,179,0.57,0.00,2.35,6346,3.38,2.30,4.46,Not Available,Not Available,Not Available,Not Available
010101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,,,TALLADEGA,AL,35161,TALLADEGA,2567614542,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,10,Not Available,Not Available,Not Available,2266,0.28,0.00,0.67,208,5.88,1.33,10.43,57,0.72,0.00,2.74,2306,2.15,0.33,3.97,Not Available,Not Available,Not Available,Not Available
010102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,,,CAMDEN,AL,36726,WILCOX,3346824131,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,259,0.34,0.00,0.77,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,272,2.01,0.00,4.38,Not Available,Not Available,Not Available,Not Available
010103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,,,BIRMINGHAM,AL,35211,JEFFERSON,2057833800,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,259,124.73,95.29,154.17,11258,0.46,0.22,0.70,4487,4.00,2.28,5.72,496,0.80,0.00,2.19,12366,2.73,1.99,3.47,Not Available,Not Available,Not Available,Not Available
010104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,,,BIRMINGHAM,AL,35213,JEFFERSON,2055921000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,Worse than U.S. National Rate,,219,138.31,106.03,170.59,10302,0.33,0.08,0.58,4083,5.81,3.99,7.63,437,0.36,0.00,1.77,10809,3.30,2.48,4.12,Not Available,Not Available,Not Available,Not Available
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,,,PRATTVILLE,AL,36067,AUTAUGA,3343614267,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,7,Not Available,Not Available,Not Available,1759,0.30,0.00,0.71,87,4.06,0.00,8.88,35,0.80,0.00,2.92,1822,3.23,1.27,5.19,Not Available,Not Available,Not Available,Not Available
010109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON,,,CARROLLTON,AL,35447,PICKENS,2053678111,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,4,Not Available,Not Available,Not Available,1321,0.31,0.00,0.72,65,4.17,0.00,9.05,26,0.88,0.00,3.09,1355,1.59,0.00,3.71,Not Available,Not Available,Not Available,Not Available
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,,,UNION SPRINGS,AL,36089,BULLOCK,3347382140,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Not Applicable,No data are available from the hospital for this measure.,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,962,0.33,0.00,0.76,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,978,1.94,0.00,4.27,Not Available,Not Available,Not Available,Not Available
010112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,,,DEMOPOLIS,AL,36732,MARENGO,3342894000,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,2708,0.30,0.00,0.71,207,3.74,0.00,8.37,18,Not Applicable,Not Applicable,Not Applicable,2751,1.49,0.00,3.53,Not Available,Not Available,Not Available,Not Available
010113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,,,MOBILE,AL,36652,MOBILE,2514354700,Worse than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,No Different than U.S. National Rate,,Better than U.S. National Rate,,No Different than U.S. National Rate,,269,163.02,134.82,191.22,21351,0.43,0.21,0.65,7200,9.17,7.70,10.64,866,0.53,0.00,1.65,22242,1.19,0.56,1.82,Not Available,Not Available,Not Available,Not Available
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,,,BESSEMER,AL,35021,JEFFERSON,2054817000,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Worse than U.S. National Rate,,Worse than U.S. National Rate,,63,155.25,111.91,198.59,4713,0.57,0.24,0.90,1013,4.06,0.85,7.27,171,0.58,0.00,2.38,4974,4.42,3.11,5.73,Not Available,Not Available,Not Available,Not Available
010118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,,,SELMA,AL,36701,DALLAS,3344184100,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,67,110.13,66.46,153.80,5958,0.44,0.13,0.75,1039,6.39,2.84,9.94,122,0.68,0.00,2.64,6165,1.65,0.32,2.98,Not Available,Not Available,Not Available,Not Available
010120,MONROE COUNTY HOSPITAL,"2016 SOUTH ALABAMA AVENUE, BOX 886",,,MONROEVILLE,AL,36460,MONROE,2515753111,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,3,Not Available,Not Available,Not Available,1578,0.43,0.02,0.84,41,4.52,0.00,9.60,21,Not Applicable,Not Applicable,Not Applicable,1624,2.43,0.31,4.55,Not Available,Not Available,Not Available,Not Available
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E     POST OFFICE BOX 780,,,HALEYVILLE,AL,35565,WINSTON,2054857117,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Number of Cases Too Small*,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,3,Not Available,Not Available,Not Available,1968,0.31,0.00,0.72,65,5.76,0.74,10.78,23,Not Applicable,Not Applicable,Not Applicable,2046,1.97,0.00,4.07,Not Available,Not Available,Not Available,Not Available
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,,,TROY,AL,36081,PIKE,3346705000,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,9,Not Available,Not Available,Not Available,1784,0.30,0.00,0.71,155,3.89,0.00,8.59,31,0.84,0.00,3.02,1823,1.48,0.00,3.52,Not Available,Not Available,Not Available,Not Available
010128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,,,JACKSON,AL,36545,CLARKE,2512469021,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Number of Cases Too Small*,,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,718,0.33,0.00,0.76,7,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,730,1.91,0.00,4.22,Not Available,Not Available,Not Available,Not Available
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,,,BAY MINETTE,AL,36507,BALDWIN,2519375521,Number of Cases Too Small,Medicare requires hospitals to have at least 25 qualifying cases to have their results reported. This hospital had less than 25 cases.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,No Different than U.S. National Rate,,9,Not Available,Not Available,Not Available,883,0.32,0.00,0.75,114,4.01,0.00,8.79,33,0.86,0.00,3.06,930,2.61,0.59,4.63,Not Available,Not Available,Not Available,Not Available
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,,,PELL CITY,AL,35125,SAINT CLAIR,2053383301,Not Available,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,Number of Cases Too Small*,,Not Applicable,No data are available from the hospital for this measure.,No Different than U.S. National Rate,,No Different than U.S. National Rate,,Not Available,Not Available,Not Available,Not Available,992,0.43,0.00,0.86,5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1021,1.88,0.00,4.17,Not Available,Not Available,Not Available,Not Available
